# Antenna elements layout
# Station label: stn.076.C76
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
1.313316449877607539e+00 -1.580777080644244137e+01
-4.428437873126631175e+00 -8.832664853807116856e+00
9.753569647631213257e+00 1.115809585859941322e+01
-9.330729368879044472e+00 7.841633705320319336e+00
4.064107192664899060e+00 9.437254440513207498e-01
-1.315817575582066468e+01 5.479705834974954115e+00
1.480948644041119877e+01 -4.506004757568458530e+00
1.065297766063277862e+00 3.207004078352159837e+00
-5.881435995574554099e+00 1.127038994146476369e+01
3.069920504720290211e+00 1.045281394444381107e+01
1.753226885370438026e+00 1.519789350904063951e+01
-1.901727450717791257e+00 -1.303203172011922462e+01
1.011925413736804558e+00 -1.170398616197275743e+01
-1.145586029564418240e+01 -1.190555533699519941e+00
-7.125197790214620852e+00 6.571169102471710488e+00
4.287607039321379432e-01 -3.371992660589182123e+00
1.397158155657210798e+01 4.277906498546425240e+00
7.406135917659966594e+00 6.003090514552638979e+00
1.142173265193551046e+01 -6.968130260098611473e+00
2.266417613819811550e+00 -3.928564669605275839e+00
-8.203751770262732279e+00 -6.227501495871123893e-01
-3.250598510755256854e+00 1.328520640358176053e+01
1.325647360997590596e+01 7.391607513636582638e+00
1.148269416367155316e+01 -4.737741014972312925e+00
5.688843237339060721e+00 -1.227201480275567036e+01
-2.332229092959515526e+00 8.684086607001120228e-01
3.060299844235945699e+00 -2.425764408497826707e+00
6.794057059917612662e+00 -1.055855480338628638e+01
4.838122921413052779e+00 -8.374040077786963465e+00
9.120272690571294305e+00 1.748215279497223662e+00
1.493052123154934208e+01 -2.456808997097688518e+00
-1.129928228337153229e+00 1.468376767684057427e+01
-1.012086149416220948e+01 -1.062442824309584744e+01
-5.010872100850432886e+00 5.931932891892866877e+00
-9.588200820567168492e+00 -5.540207594944334346e+00
1.422763272761034870e+00 -9.699822470740297575e+00
5.123351928205828187e+00 1.447892324909886597e+01
1.153731176832101468e+01 -1.073035137779294601e+01
-2.730948090538054984e+00 -3.277073004427293768e+00
7.438670792437871881e+00 -8.666268744142872293e+00
-6.899226039250903497e+00 1.014498730689182082e+01
6.433130857843877948e+00 8.756215759467597337e+00
3.175204206806046869e+00 -1.519938324165844890e+01
-1.183206734778859115e+01 2.561360453497645295e+00
5.030025259532475701e+00 1.290592409897668347e+01
1.946872443175220013e+00 5.187028731181584362e+00
-1.344370511928870471e+01 8.426944238485653216e+00
-2.925578165155663157e+00 1.589372022161202835e+01
-1.714801411467794523e+00 1.047157927851369408e+01
1.649915079145014118e+00 8.841412909010916366e+00
4.896608133366626703e+00 6.058084030661429864e+00
-1.907794451951410508e+00 -1.044878558173141414e+01
5.106022095963922425e+00 7.811986175503253804e+00
-8.292478806947093162e+00 -9.825459052160695705e+00
4.517434615996869240e-01 4.012324421350328407e-01
1.018463145241402401e+01 -4.038891435247506934e-01
1.170290333732664578e+01 5.633802272024031055e+00
-6.258485636259157658e+00 -7.823668757832251686e+00
2.577002891983433130e+00 -8.134634308776931277e-01
-5.093397981644731232e+00 -1.337154555740873541e+01
1.290483712985106379e+01 9.318251160248891551e+00
8.464027990589947592e+00 9.220492658341512993e+00
-4.089566291233884598e+00 -5.713196556861362296e+00
-7.799148351921099120e+00 4.181871493554314867e+00
2.792799605800102114e+00 1.203499414886814023e+01
-8.694390717665305246e+00 1.085230605093630629e+01
-2.419109284966683759e+00 8.416006880734691720e+00
6.722385926283696023e+00 4.150388159609445182e+00
1.126266959585347394e+01 9.260807929918648540e+00
-9.282334018119673402e+00 6.318510940077040061e+00
2.089872431446480050e-01 1.065165343660499531e+01
-9.691286073949864743e+00 -7.091414120225449480e+00
9.938222823268965556e+00 -8.567690866078157441e+00
7.742105541752955844e+00 -1.209623369093969458e+01
7.609982286914842575e-01 -1.373131314393390312e+00
7.828370358710426302e+00 -1.302760659605745275e+00
1.646049383993599946e+01 1.959018853922099623e+00
5.783936595167496364e+00 -2.896239180765165955e+00
-1.018805726796393429e+01 8.565629683815210171e-01
-6.640085636035708561e+00 -9.353733515476385207e+00
-1.636479184319069802e+01 -3.578951422297009799e-01
2.544105079874107389e+00 1.358862281281101048e+01
-6.883101259665878047e-01 8.552138185866333231e+00
-1.255370710941510914e+01 1.081601555337929454e+00
-4.262487738177661356e+00 8.664403199598382344e+00
-5.951423826777254789e+00 -1.124975917055070340e+01
-4.913426353470962127e+00 3.947756889661082624e+00
-1.068734297334717631e+01 -4.400682061551506763e+00
2.610513915287569375e+00 1.648948476609044178e+01
-1.379239921254682422e+01 -8.978651237142411645e+00
7.521707164784807276e+00 1.437903552119110628e+01
-5.280786123370344143e+00 2.771671807073623484e-01
8.912997300946152279e+00 4.096633367725416974e+00
1.342809532397151173e+00 -1.358616353459407478e+01
1.256471106352616118e+01 2.388319668582042254e+00
-1.402827960438590260e+01 -5.491201893446877591e-01
-4.878494879950840968e+00 1.250600211493896552e+01
1.179552977773268907e+01 1.130612711076456733e+01
-2.788540013746407809e+00 2.645734710965985670e+00
5.789833816884016215e+00 1.830141458484746408e-02
-1.093982339007061100e+01 -8.909226969118371642e+00
-1.227705633460026391e+01 -4.752372486293827691e+00
1.193123692162703975e+00 -6.172475436816926120e+00
1.088793062989195093e+01 7.800826687748045885e+00
-8.081603506944487592e+00 1.422675134670385333e+01
-6.496286431957297935e+00 -3.289459897414820588e+00
5.557616768277242159e+00 1.822583948043980939e+00
-4.191876052880100900e+00 -1.586842051653172980e+01
9.052742124897939391e+00 1.276490493109678681e+01
5.254115751202750317e+00 1.132588271096696175e+01
6.052149385179454555e+00 -1.556868839129246140e+01
1.522364061224880771e+01 3.016279549212526945e+00
1.282769646319366075e+01 1.782699609290787635e-01
-1.509834435376826889e+01 -4.193203918626661419e+00
-1.146309233731052757e+01 8.926042338692145250e+00
4.597892387004595349e+00 -5.210305297840198691e+00
-1.200152763478905626e+01 4.271994714390924486e+00
-1.242857153407457815e+01 -6.871595704169857655e+00
-1.939035228291359658e+00 -7.893179251912847860e+00
-9.794062190758248576e+00 -1.356526899306934375e+01
-1.511470717768030880e+00 -4.602701664135420145e+00
7.803387357266686308e+00 8.744603588177852771e-01
-4.166630542601481579e-01 -1.512479225319203557e+01
1.285160021751429227e+01 -2.814717052160849775e+00
-3.741787485950197834e+00 -1.335618297948929722e+00
-6.441740700585480539e+00 1.413293045400835268e+01
-1.097088571064766427e+00 3.679604624798052726e+00
-1.018797027972066616e+01 1.028639053426983452e+01
2.168506258699505196e+00 2.033344200388796708e+00
7.016065006283888295e+00 -1.416571808317009129e+01
