# Antenna elements layout
# Station label: stn.227.E1-3
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
-1.182846994606254754e+01 4.049290358156163450e-01
-2.237978349299170944e+00 7.760788586932328315e+00
9.881851929977440108e+00 -1.143509995390262191e+01
-1.198071819246747971e+01 3.582724036002549184e+00
5.154515320749556651e+00 -1.471070793068954430e+01
-3.108508485220079720e+00 -2.413597750680640530e+00
1.440979517033861512e+01 7.895543380825738922e+00
5.550482944738860169e+00 -9.256141371299055010e+00
-3.775407788868823999e+00 1.282517648939790078e+01
-9.708192410179741216e-01 5.387257392335673245e+00
-5.364242124214463558e+00 9.573514828885791417e+00
-1.233324920126711888e+01 6.947962805508907991e+00
-7.106358903021320117e+00 1.038580031774507972e+01
1.057548348418992745e+01 6.676562441048545793e+00
1.050107361133991901e+01 -2.227893999720244267e+00
-1.967962001366002411e+00 1.637713914210086585e+01
-3.535649320006461593e+00 2.468881072393575238e+00
-1.379859695642256590e+01 -8.064018162331880291e+00
-3.931433522222535615e+00 -1.297799572781300625e+01
1.475918153022765722e+01 1.931676166215723356e-02
4.351244857332734028e+00 -1.123614919948412449e+00
-1.497933787665994743e+01 4.650569894018417472e+00
-1.070043551013441885e+01 -1.089593733024807776e+01
5.450080509610295110e+00 9.746325679208172943e+00
1.406157255872447109e+01 -6.272451854486590150e+00
5.068146105100765908e+00 -1.114931570601306277e+01
-1.355018580304934517e+01 5.528263830764480247e+00
-1.962785104080408516e+00 2.536194216284442859e+00
-4.070122071583735845e+00 8.685574510398666348e+00
7.779225842069081409e+00 -1.312476758260083542e+01
7.753947679327950482e+00 1.083370059368384375e+01
5.782167292837527839e-01 1.333838007414508908e+01
-1.571072066741837858e+00 -1.363029639912380730e+01
-1.441177092274842764e+01 7.261119135862834639e+00
-8.889072284241814614e+00 -2.806564836513814498e+00
2.408954062631991633e+00 1.104520631502184003e+01
-2.243937010773779051e+00 1.125743593263177189e+01
1.731996653417908760e-01 -1.171128597184191733e+01
4.703065318029651110e+00 -3.047549123617830702e+00
-1.195381555046017219e+01 -7.392778133071894686e+00
1.292205867851571099e+00 -1.006932466998853570e+01
2.406599328840481888e+00 4.047949783950954838e-02
-8.589893011413568757e+00 1.504817901048138395e+00
-1.256873982567807069e+01 -9.487684694718142353e+00
-1.394227633543466638e+01 8.862882092467032180e+00
3.869473060648331852e-02 3.957263377482256317e-01
6.976066978581236810e-01 -7.880045033807407506e+00
-6.003739603576475403e+00 -8.591635663541358880e+00
4.406278199723605127e+00 1.784206880241441695e+00
-3.273068338189837334e+00 -4.502783088861029626e+00
6.475462650879929782e+00 -4.577578831768883916e+00
-9.569497936521761616e+00 -5.504328275873774601e+00
-5.742535984464947063e+00 3.936594456146519150e+00
1.636148430482579386e+01 3.572580781160535679e+00
8.240214883888917541e+00 7.234703529826767010e+00
1.460132444334042390e+01 -7.731564587960084722e+00
-8.351412063922367679e+00 -7.093161707324906473e+00
-5.057305957074030189e+00 -6.360970400034103633e+00
8.436095211353741519e+00 -1.102735681977723203e+01
-4.024027183031190447e+00 4.559265141480047134e+00
-5.022875825117505855e+00 -1.585387988007810556e+01
1.949528582798258469e+00 -1.557301766975533042e+01
1.150894062597575385e+01 -9.033731502928109336e+00
8.260855605697837944e+00 -5.769792497609749660e+00
3.330469899406008238e+00 -7.874222841675145190e+00
-4.627453395169874639e+00 -1.063683723989866969e+01
-3.692249067600791079e+00 -1.456956956134106562e+01
-5.707300820185302825e+00 7.918094192852706215e+00
1.530809055177249434e+01 1.933705792940823898e+00
1.120864308657864683e+00 2.884960447334826483e+00
9.182004270268507184e+00 3.869649854868551841e+00
-9.664304651758619968e+00 -9.436201936930793011e+00
-7.464613064712924739e+00 7.351261040963446902e+00
-1.528971924817509986e+00 -2.980799985433435495e-01
1.245199747572922888e+01 -9.035555497050218321e-01
-1.395182033352097228e+01 2.869360844125811383e+00
-1.255725725384548497e+01 1.067492986165006030e+01
-5.800017096160665631e-01 -7.026255686143201729e+00
-1.400639318366719088e+01 -1.750586124344835071e+00
-5.935871252039419232e+00 -3.410858069091718292e+00
1.189837788896626236e+01 8.621310223075131063e+00
-1.244945542605802657e+01 -3.417104154661270599e+00
1.503466615148305152e+00 9.118136859799076177e+00
-7.885664659621303585e+00 -1.429901679935551329e+01
9.066054588660136915e+00 -8.538484286681592650e+00
-6.727310054365954528e+00 -2.037960885211042239e+00
1.268517053246604931e+01 6.320875414202994591e+00
-7.345293753774237544e+00 4.539018477740228263e+00
6.638558871930253957e+00 1.404133502598052985e+01
7.889129454391561325e+00 -1.734229097784020013e+00
6.341251329027770112e+00 -7.860229303802288570e+00
1.808705495431940591e+00 -3.387809457204339125e+00
-7.498975039122035113e+00 1.288251486685715008e+01
-1.557860998491638149e+01 -1.843019437845962116e+00
5.149904879498478749e+00 1.251100747325538620e+01
1.470635799287309453e+01 -2.297516641154187411e+00
9.653648650882956872e+00 -4.610373009574564307e+00
1.149696124947704234e+01 -1.071929505980872754e+01
-5.343109440204841576e+00 1.567122577292808216e+01
-4.902767543593158805e+00 -2.137305873887150653e+00
-1.085258612101905840e+01 -2.096037732585173785e+00
-7.564491539242117923e+00 -4.516632532455332694e+00
1.171111296629067766e+01 1.155998735290986446e+01
-9.394115535890737334e+00 1.092031253221010800e+01
-4.481584301386766001e+00 1.431727178720245419e+01
1.569782866441649105e-01 -3.627199367912105288e+00
-1.523990667845481184e+01 1.025000682529658036e+00
7.078393602147237118e+00 6.118733857278233046e+00
-3.823307458730724306e+00 -7.857044468770233436e+00
-3.140436690990721758e+00 -9.243109710179979288e+00
-8.418560960289136474e+00 1.435165770758001003e+01
1.312596586639454088e+01 3.598594339818276922e+00
7.248331421316045464e-01 1.529117451635087832e+01
-1.115722252951728777e+01 5.567538783213763054e+00
8.871224185660153694e-01 -1.388269796853202998e+01
-2.154374500433400286e+00 -6.588867027155790979e+00
-1.173227618052017363e-01 8.559942695604341623e+00
1.309859121429889584e+01 -9.145885766575027276e+00
3.079925605294544511e+00 4.927013690241295762e+00
5.262832497257463160e+00 1.482993045550024647e+01
-1.296423436946459162e+01 -5.948250506763804069e+00
-9.202017394737577405e+00 6.286088919530961050e+00
-2.189715490143250065e+00 1.332971230454752387e+01
3.160453354078054389e+00 -1.386673029437691618e+01
1.513169616842760234e+01 -4.944216685250344412e+00
-7.511074077292610340e+00 -1.211397118598569378e+01
1.160740592677737126e+01 2.710381176436705175e+00
4.315134524361862844e+00 1.100620489589340778e+01
-5.570796782463231622e+00 -3.264412778604963705e-02
-5.813993159087713636e+00 1.306723295541940644e+01
9.800639189694212661e+00 2.287611989546284974e+00
1.279418102662075185e+01 -3.082386803129958608e+00
-9.546209014867827136e+00 4.704213781277459816e+00
3.774406490074621701e+00 8.160139975801925516e+00
-6.051487909550335331e+00 5.425657261549872601e+00
4.962607643022007409e+00 4.424195925200439916e+00
-1.201747657503204891e-01 4.063807586479768474e+00
-4.003343129746461670e-01 1.198585489941638471e+01
