# Antenna elements layout
# Station label: stn.235.E2-5
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
-4.615287860583055846e+00 -1.377870633108601162e+01
1.235698606729716431e+00 1.662236965456349935e+01
-8.087976913830544845e+00 -2.091458168578807175e+00
-4.527622022115629363e+00 8.535972599947626804e+00
7.264305808509579521e+00 -2.558316648981140418e+00
7.304590239440106103e+00 -9.843836097178265021e+00
-7.842010984480163316e+00 -9.751944298816868084e+00
1.032273471401092735e+01 1.427543978849701745e+00
-1.013943917130019479e+01 9.516108253009218032e+00
1.027483474883369041e+01 8.355078310516550033e+00
-1.075384237758792416e+01 -6.728228831730806547e+00
1.201497494302810054e+01 -7.476641083498416052e+00
-3.360740465798732757e+00 -1.892561678979712170e+00
5.118602806594800825e+00 -7.923946820922012080e-02
1.969537612062335796e+00 -5.319696110573882919e+00
4.963051909056243716e+00 -6.060173296608221349e+00
9.249360722708431126e+00 -3.199867486875836775e+00
-1.043897942328841921e+01 1.046226352629656020e+00
1.120565409297334725e+01 9.831607990812170073e+00
5.877488803269777407e+00 -3.932902215811246549e+00
5.392419673772170796e+00 -2.065563829640167270e+00
9.588578539246530141e+00 -1.178054304321613976e+01
-1.371069368845113345e+01 9.059750552833207848e-01
-6.803279888945303000e+00 -6.682699049745837172e+00
-3.619545937945002123e+00 -9.658973488474682512e+00
-1.224997026182617255e+01 6.594778949646212141e+00
7.354953715707541306e+00 1.985961160411278570e+00
-2.517112038955843900e+00 5.737491700486888391e+00
-3.539226433851709430e+00 1.534098126475456780e+01
4.302368565077863138e-01 5.173147981991778721e+00
1.409943109257388727e+01 -9.384686372879720295e-01
1.284559579392469075e+01 5.224641025809084738e-01
5.605140227012839205e+00 -1.144547154031910274e+01
-7.393785308943598977e-01 6.481615309565412986e+00
-9.454042252017556436e+00 -9.841665665971101262e+00
-1.214974591231844414e+01 -7.892566929342711646e+00
-5.104416012893912225e+00 1.129187761429709980e+01
4.714886789095196207e+00 1.218220448933240263e+01
1.093977774414156556e-01 9.698435687008419848e+00
1.392817854929458576e+01 -6.991659224288426344e+00
-1.380767292567790250e+01 6.169123954157608836e+00
1.395767588150078353e+01 7.182709183244224249e+00
8.066861468718425243e+00 1.193035805770631796e+01
8.522594350857197298e+00 1.374570995816090146e+01
-4.414550188898482830e+00 1.266423054787808411e+01
-1.145537324639333576e+01 -5.040300560527636975e+00
-8.597189825629770965e+00 -4.190528312232549624e+00
3.987008405656478516e+00 5.768273439927405377e+00
1.028041041339849571e+01 1.112380680241917119e+01
4.117267750581540042e+00 8.347301914979770032e+00
-2.153745667921391771e-01 1.222642853580627786e+01
6.098232476060982066e+00 4.367706054002404414e+00
-8.404831851592971859e+00 1.312246809164508221e+01
-6.990714592792100390e+00 1.140328913845941372e+00
-9.128709038063771430e+00 -5.420446517604595726e-01
7.802256419111564867e+00 -1.308024154476091638e+01
-1.106599035003726428e+01 3.035804147605162484e+00
4.132495484353263748e+00 -1.056809005387657763e+01
-9.620759585371168043e-01 -1.659230845504742646e+01
1.019329683497491956e+01 -5.083107169297884198e+00
-1.680915835764418276e+00 1.415230337588289089e+01
-1.223120813725486045e+01 -1.073800935279042434e+01
2.599998606159669379e+00 3.146254431272293317e+00
1.147059452673216029e+01 -1.187802261044589436e+01
2.537395317597098909e+00 -1.669020466231593502e+00
8.402549565807706955e+00 -5.473018477322579400e+00
-9.217896158478115609e+00 1.170234377628340994e+01
-1.588466698069429484e+01 3.537947704347669031e+00
-1.424574115614200664e+01 -7.882286007239578396e+00
-1.476436773527469271e+01 -4.391251505708920533e+00
1.402703096892379619e+01 5.435315899596165679e+00
-1.313743627569622063e+01 4.260497604954593953e+00
8.020857475436397266e+00 9.146837062657322548e+00
4.180259332623137425e+00 -1.272757233129830112e+01
-9.440620934013510990e+00 7.455135304916641559e+00
5.312586678226782766e+00 1.537649273126344696e+00
-4.635046986155741067e+00 6.761445322693688809e-01
-6.415549133056240194e+00 1.413307337177072398e+01
-3.220093002798488868e+00 2.801098667609210224e+00
-6.552872997142143774e+00 6.804759958833589195e+00
-4.402747631637245362e+00 -5.966840667267938159e+00
-8.684267802932392755e+00 -8.126927272830142712e+00
-8.465271485143958330e+00 -6.118545361663345616e+00
-4.273009929529123951e+00 5.545845095849223583e+00
-7.526071882012317360e-01 -8.173239100647146316e+00
2.039966598653855101e-01 2.745025146574548103e+00
-1.347421247773265662e+01 7.930539616918778734e+00
6.303308948879656981e+00 5.994092762171767674e+00
1.558268709692587350e+00 -3.023711975211845981e+00
1.103814584654796604e+01 4.976125638417272512e+00
1.244029809502819361e+01 -9.634292311918645879e+00
-1.335894949346744909e+00 -1.093320711450538774e+01
-1.676911333659719006e+00 -3.796211788391374853e-01
-8.050348887823801647e-01 -1.451700456075326429e+01
5.070595644263892865e+00 -8.980204990617927763e+00
-1.314598396626796450e+01 -5.213821419550868086e-01
-1.125499785040851286e+01 5.050278657943177762e+00
-4.791646947019803093e+00 2.425316457991534946e+00
-1.189361243200045593e+01 1.738962950911258076e+00
4.450740995866674155e+00 1.558759794832099033e+01
1.570181688076329607e+01 -3.128970206706181756e+00
1.696984702410610168e+00 1.017136732846114100e+01
1.086097414380592241e+01 -4.271852760419143635e-01
-1.150475614103215705e+01 -8.938873717905408967e-01
1.250793710432333228e+01 -3.641685799400647738e+00
-4.623269496176392934e+00 -3.469137525647411735e+00
1.506072987549115538e+01 3.568298953225824022e+00
-6.954730913869033415e+00 1.024172383138325770e+01
1.200679421701142502e+01 2.755314792943245550e+00
-6.326512482066082299e+00 -1.200886760611830439e+01
8.611801444840633479e+00 -7.393086306133033858e+00
-1.566848204779561371e+01 1.777230075062863790e+00
1.593675924438051084e+01 -1.530599194343121638e+00
1.220960590065757856e+00 -1.630853903967778962e+01
8.354746989401718338e+00 3.406598161762374843e+00
1.405465277083537146e+01 2.067036238825139094e+00
-1.253883319341619540e+01 1.024274065513121101e+01
1.280929312405103104e+00 1.342191005441390317e+01
-6.149969608247216613e+00 8.961772672782188920e+00
-1.502977419604841458e+01 -4.320350352377602121e-01
6.065694276213758229e+00 -7.832015162643623185e+00
