# Antenna elements layout
# Station label: stn.287.S3-3
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
1.555779065666867922e+01 -4.448704504835504281e+00
1.637597864974572559e+01 -8.305211876879994293e-01
-2.310278789531853505e+00 6.903643277048239213e+00
-6.304572531825266779e+00 -1.329385520926741648e+01
2.375732130196553271e+00 5.912320149081295995e-02
-7.727383049503847801e+00 5.872408780557488939e+00
8.978274441580659015e+00 8.977395934203610040e+00
-4.686527913620459174e+00 1.196216166420390081e+01
7.778512941094593458e+00 1.113033660861632868e+01
-7.379111914807774397e+00 -7.773319213452953846e+00
-2.016723387278389623e+00 -1.566946827616802551e+01
-1.296524382302890288e+01 -8.355338664162388795e+00
-8.066149901013361045e+00 1.006026581501822648e+01
1.497224473765570707e+01 -1.475700379385891381e+00
-1.310457702288783111e+00 -1.284338188433327588e+00
1.079019523232024369e+01 -4.084151292880921602e+00
-1.194250584321139286e-01 1.622342134365631949e+01
-1.315296554119188066e+01 9.312739965233660655e+00
-3.496848991580343124e+00 1.549858096480404868e+01
3.849565833329194220e+00 -1.490403228071763664e+01
1.374441146205325026e+01 2.675337813637991502e+00
-7.859163911026364246e+00 1.466242555013952398e+01
-1.090240720199682656e+01 5.680698552621542774e+00
6.232269459574634851e+00 -9.556712347405149188e+00
1.327758519367346679e+00 1.229563866057703692e+01
6.870383467208032613e+00 -5.118414326088153388e+00
1.189992723145561726e+01 4.230789204850537999e+00
1.353621429985618718e+01 -5.834077167746416492e+00
1.043557960387368411e+01 5.902005216520414876e+00
4.965773248922442207e+00 -3.062471421998896659e+00
-1.172052790005037792e+01 -1.102404116337219975e+01
-5.344689516511987648e+00 1.512338236793854662e+01
7.817728072122012151e+00 2.501122140107625569e-01
1.219536329213974568e+01 -3.010302997362536814e+00
6.894950265688688518e+00 -1.101491701381231181e+01
1.323753612890438802e+01 -7.325423233948313850e-02
6.316386967744264780e+00 9.680212621033192022e+00
1.452688655184452671e+01 -7.336356351035693280e+00
-1.373433079797881007e+01 1.384796410110336495e+00
9.636194290560595732e-02 -5.532851439937170213e+00
-1.410780141048942227e+00 -9.862708186642027641e+00
4.661207883846589795e+00 1.802507924193275102e+00
6.304280671976776773e+00 1.450419341878743751e+01
-1.493089473989293481e+00 1.152025382426036160e+01
-1.401210792538430461e+01 -2.459608108346481359e+00
