# Antenna elements layout
# Station label: stn.268.N4-2
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
-2.594091494830635725e+00 -1.201747021070262633e+01
9.274404245393142787e+00 1.389490154501550023e+01
2.285919972034704983e+00 -1.175027418826111969e+01
-1.180378011949500205e+00 -1.447771940710971705e+00
3.960261545686524443e+00 5.170933058873856680e+00
7.926149508184359149e-01 7.618114394701049008e+00
7.348428912831135307e+00 -5.928670400139498753e+00
-1.081260073869388627e+01 5.103835587520762829e+00
-4.411801647792685799e-01 -1.449204763128004458e+01
-1.045204446004022003e+01 1.221519489647957002e+01
6.383231354550769510e+00 -3.752690896374403451e+00
1.513089292342357339e+01 -4.593336236682805662e+00
-1.441272365740657868e+01 -1.160537693067610121e+00
-8.479333160945756731e-01 3.067783521457158713e+00
-7.828080038057869672e+00 3.003333493545301991e+00
-8.468399873757258334e+00 1.154811201975896040e+01
-5.037328964531438302e+00 1.526766803607397094e+01
-3.587517500963507189e+00 1.130331533384666187e+01
-6.145196972875462293e+00 -7.639311886135423890e+00
1.598973534578706790e+01 -2.879397560404131085e+00
-1.573919789628052968e+01 -3.460254651205726617e+00
1.171490389025263568e+01 7.784142201696990782e+00
7.335828622951904521e+00 -9.463896973039609861e+00
-4.693594937403428702e+00 -2.429939251046963733e+00
-9.653680393603707444e+00 9.858576355954166814e+00
-1.321524936611679024e+01 -4.689429791395966163e+00
-5.849543518196655967e+00 -1.169000483822350311e+01
-1.409028026598009653e+01 8.718673171782796771e+00
8.071347770754755402e-02 1.378073100120854377e+00
7.935238010665788266e+00 -3.644228358624060249e+00
-1.283749233825293246e+01 6.843915301747689028e+00
-2.857099585369166306e+00 -1.600681841163968855e+01
6.137925587650670423e+00 -1.140476881548217847e+01
1.149542595763184849e+01 -2.021888533382034225e+00
-5.536264700247834014e+00 7.252381747933185352e+00
-1.608776182552403355e+01 -7.336117478854973228e-01
1.083709577240641053e+01 2.346907696287512834e+00
4.673559855608743874e+00 -5.880590681922452490e+00
5.190067958197523978e-01 1.130233203652343832e+01
6.040823278812851527e+00 6.728364184797065661e+00
4.688838422724867172e+00 -9.008448569842201437e+00
9.278056860694832153e+00 -9.647688323731351545e-01
-1.277568826524772305e+01 -1.047760985650107735e+01
-9.430335067018418727e+00 -3.362085244910415938e+00
-1.143706595813519655e+01 -8.643509222291099192e+00
-8.725923335513405377e+00 6.215965255130193157e+00
1.392021952756232395e+01 -7.302113182300624672e+00
9.946983547669489667e+00 9.861676911276756385e+00
5.819968490806814998e+00 1.487937131604172691e+01
-1.265106678964169618e+01 1.088479971110684019e+01
1.365041261149293561e+01 4.701841130965586757e+00
9.752426088592713427e+00 7.113361793559665358e+00
-2.137559559626104999e+00 1.430054628502291081e+01
2.828636408660347712e+00 -4.787176583171966371e+00
4.215415842646493161e+00 -1.162048353763949393e+01
-5.799794588587131372e+00 -1.504071731284260949e+01
9.136768891482695665e+00 -1.333862212477008846e+01
-8.300009203184146145e+00 1.431473776465014680e+01
-9.162891812874487840e+00 -1.440367406214445367e+00
-8.189831811269030482e-01 -7.843230539961865588e+00
-3.205070851346036420e+00 -3.272408709029772211e+00
2.044592266917554468e+00 1.477723192081314352e+01
1.434878380186831848e+01 -2.744118400812922687e-01
-1.327865002143245832e+01 3.638492864401523974e+00
-9.282534569492177923e-01 -1.126321555698886456e+01
1.064035302982151876e+01 5.540129076640329941e+00
-1.617560623928854113e+01 2.652111154404060755e+00
3.602042608914317157e+00 -1.622223115193384047e+01
7.389939594875400530e+00 2.661638186131018102e+00
6.073323915281907404e+00 1.106579166636355538e+01
-7.478537294846962169e+00 -1.143754382496548949e+01
-7.866047422317915760e+00 9.880606587205580382e+00
8.344529735555834549e+00 8.270249941360088286e+00
3.386183814163292283e+00 -7.210280752728253972e+00
1.423649521852706812e+01 7.922152607899704435e+00
-1.527666562843036857e+01 6.055268532835448525e+00
-2.611478276034944201e-01 -1.274088284834540374e+01
-9.162507568878577757e+00 2.139909253338363015e+00
-4.476479644940404512e+00 1.280388076224824090e+01
1.020535233244365614e+01 -2.866518584292837346e+00
-3.263090283058197372e+00 4.761558562389122784e+00
4.828232393201776773e+00 -5.832459858175873535e-01
1.198529855722585680e+01 -1.101241956534090960e+01
-8.727546941932567748e+00 -9.295663618667903805e+00
7.617620712929394244e+00 1.288826677231632800e+01
-1.188429598087505923e+00 1.007268929141970659e+01
7.452862654096517048e+00 -9.008609395024791411e-03
2.250621454583921377e+00 7.542098608270499938e-01
-3.026970114434345049e+00 -6.142886573245279536e+00
1.313448062649765902e+01 -3.774164257053378435e+00
-5.497055172599800699e-01 -3.999255495469219213e+00
1.389655849232720897e+00 3.738058377669226218e+00
-4.561630214649396109e+00 6.522649709004397778e-01
8.833116874583943456e+00 -5.163376681780896149e+00
-1.318148099261669159e+01 -3.036946482398784397e+00
1.238151248797991499e+01 5.941231032723173655e+00
-7.431982967274700869e+00 7.498895536588257471e+00
-3.189952641928710975e+00 -1.399846878632477143e+01
1.215152268810683367e+01 -8.627811816690426738e+00
7.711755630164194741e+00 1.121290194694859466e+01
-7.613773782882750751e+00 -1.483671972542013151e+01
-1.008534159350644899e+01 -1.049019047246453340e-01
4.863331328318935221e+00 -1.489725499597436098e+01
-1.067672860888971442e+01 8.068300142509617245e+00
3.280006102151936886e+00 1.604878681578328070e+01
-6.889784506149135623e+00 1.268120927183652924e+01
3.038168056411311824e+00 -1.044641649136207207e+01
2.439255782995758182e+00 5.769033769542520673e+00
1.091175744897583400e+00 -6.812010148335776449e+00
3.438238421686467206e+00 1.141549738627145771e+01
-8.885457873868336520e+00 -1.217309211687105908e+01
-3.170751851907212426e+00 7.832644158666361989e+00
8.765155638766433555e+00 4.907802306641720236e+00
5.112370863196311177e+00 8.718044612967243978e+00
7.646972006471152383e+00 -2.117930855396355838e+00
1.920527437473374732e+00 -3.414426782033725516e+00
1.144645845978178755e+00 -3.583242801746777673e-01
6.385483776200402417e-01 1.531727928043939357e+01
-6.108202320992342393e+00 -3.735339728195105735e+00
2.186170642015309085e+00 8.322439082492003593e+00
6.559956257203275243e+00 -1.312615530146405618e+01
-1.488323396619217753e+01 -5.470370289482413995e+00
