# Antenna elements layout
# Station label: stn.463.S15-5
# Number of antennas: 256
# Station diameter: 35.00 [m]
# Antenna minimum separation: 1.50 [m]
# X[m]  Y[m]
-1.497497236624306360e+01 4.051384231730139618e+00
1.225618280194251142e+01 -8.801566364406875564e+00
-2.707423477874181472e+00 1.466328466144276632e+01
-1.463532331719360080e+01 -3.960010494796295077e+00
-1.389912433086749388e+00 1.254365059352693379e+00
-1.142575719073956719e+01 -7.275676625472213388e+00
9.782075906850707270e+00 5.024965180498597306e-01
-9.999585371320716121e+00 5.909537675386385303e+00
4.481828009117222678e+00 -9.603313820365826814e+00
-5.529470532098844870e+00 -1.511969395556990747e+01
-3.131174783427184138e-01 -2.938413363985310056e+00
-5.522290631176357323e+00 -1.248680468039300706e+01
6.238467032709554161e+00 2.482336405532308277e+00
1.467969806906236130e+01 -4.535135251394704525e+00
5.509359478367326091e+00 -9.645877648620988509e-01
2.838604577586711031e+00 -1.118270226429348924e+00
4.324458270904582236e+00 1.297578092072162903e+01
-1.212105438372034527e+01 1.091403336953572989e+01
-2.964067018393325981e+00 2.868134608330120017e+00
-1.345200891814114108e+01 -5.419095339382211662e+00
-9.003861560869625080e+00 8.409697765783707979e+00
-2.365337601533237688e+00 -5.632386365597325195e+00
-9.284048817812719179e+00 -5.132888545632484423e+00
5.105297080955786271e-01 3.686777643403011950e-01
-5.846472907052318035e+00 4.007072536788456318e-01
-8.675702384339212259e+00 1.669020697006331488e-01
-1.538750840689203869e+00 -8.635309725223400790e+00
1.162526197876133338e+01 -3.946950327557610549e+00
-1.363733450436133765e+01 8.192255219053375725e+00
-3.492836303252518704e+00 2.223852795549774441e-02
8.368412915132331875e+00 2.115407489266555530e+00
-1.305335124152738935e+01 -1.009420830728901919e+01
-2.419443979786210619e+00 9.378068003007872022e+00
4.039387281917544925e+00 -1.336856474019821661e+01
-7.781797793796528140e+00 1.201064985826682729e+01
8.195232764700993044e+00 8.323913599213305758e+00
-1.526230915838864277e+01 -6.811226034210623226e+00
2.426393429380890865e+00 1.491696328826789397e+01
1.036565934947670797e+00 1.270366129500300900e+01
-6.378702025707148948e+00 -1.655943130098712857e+00
7.887958865497967764e+00 -3.840797884694268305e+00
-6.867446591109608534e+00 8.862642163810988905e+00
6.867379507508140080e-01 -1.591627533090973046e+01
-4.914210640958641463e+00 2.254938934622085611e+00
6.867288945070598061e+00 6.560690523916207439e+00
8.651771944766494471e+00 -7.600318664897164567e+00
-1.521766138825197778e+01 4.994360443435965635e-01
-1.515692458625510497e+00 4.490723156427140594e+00
9.314101346836427098e+00 -1.096504905645846861e+01
-3.776734435001829482e+00 -9.221786286363984786e+00
7.206503380716455354e+00 4.646725321079291149e+00
